FIPS,02-15-2020,02-16-2020,02-17-2020,02-18-2020,02-19-2020,02-20-2020,02-21-2020,02-22-2020,02-23-2020,02-24-2020,02-25-2020,02-26-2020,02-27-2020,02-28-2020,02-29-2020,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-20-2020,04-21-2020,04-22-2020,04-23-2020,04-24-2020,04-25-2020,04-26-2020
01073,2.0,-1.0,-14.0,-1.0,1.0,-1.0,1.0,6.0,-1.0,-1.0,3.0,1.0,2.0,1.0,7.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,-2.0,3.0,-7.0,-16.0,-25.0,-31.0,-33.0,-36.0,-23.0,-34.0,-42.0,-43.0,-44.0,-44.0,-45.0,-29.0,-36.0,-44.0,-46.0,-46.0,-45.0,-45.0,-31.0,-42.0,-46.0,-48.0,-48.0,-48.0,-52.0,-32.0,-50.0,-46.0,-45.0,-45.0,-44.0,-45.0,-27.0,-43.0,-44.0,-44.0,-45.0,-46.0,-44.0,-26.0,-35.0
01097,2.0,-4.0,-2.0,2.0,2.0,-2.0,0.0,4.0,2.0,-23.0,-37.0,-12.0,-8.0,-7.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,-6.0,1.0,0.0,-4.0,-10.0,-17.0,-24.0,-26.0,-14.0,-23.0,-28.0,-29.0,-31.0,-32.0,-32.0,-21.0,-29.0,-34.0,-36.0,-36.0,-37.0,-37.0,-24.0,-33.0,-37.0,-38.0,-39.0,-40.0,-45.0,-28.0,-42.0,-38.0,-37.0,-37.0,-37.0,-37.0,-24.0,-31.0,-36.0,-36.0,-37.0,-42.0,-36.0,-22.0,-29.0
04013,-1.0,0.0,-28.0,1.0,1.0,2.0,2.0,-4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,-9.0,-10.0,-12.0,-14.0,-14.0,-2.0,-4.0,-20.0,-26.0,-32.0,-34.0,-35.0,-23.0,-29.0,-39.0,-42.0,-43.0,-44.0,-43.0,-29.0,-33.0,-45.0,-47.0,-49.0,-49.0,-48.0,-35.0,-38.0,-49.0,-50.0,-51.0,-51.0,-52.0,-37.0,-42.0,-49.0,-49.0,-49.0,-49.0,-48.0,-33.0,-35.0,-48.0,-49.0,-49.0,-49.0,-48.0,-33.0,-35.0
04019,0.0,-1.0,-10.0,3.0,0.0,-16.0,-15.0,-4.0,-1.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,-2.0,0.0,0.0,-2.0,-4.0,-9.0,-2.0,-6.0,-21.0,-24.0,-31.0,-33.0,-34.0,-24.0,-30.0,-36.0,-38.0,-40.0,-42.0,-42.0,-32.0,-36.0,-42.0,-43.0,-47.0,-47.0,-46.0,-36.0,-39.0,-46.0,-47.0,-49.0,-49.0,-51.0,-39.0,-42.0,-47.0,-46.0,-46.0,-47.0,-46.0,-34.0,-37.0,-45.0,-46.0,-46.0,-46.0,-46.0,-34.0,-37.0
06001,0.0,1.0,-53.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,-1.0,0.0,1.0,1.0,-6.0,-9.0,-12.0,-16.0,-17.0,-8.0,-11.0,-36.0,-59.0,-60.0,-61.0,-59.0,-39.0,-40.0,-63.0,-65.0,-64.0,-64.0,-62.0,-44.0,-44.0,-64.0,-66.0,-65.0,-66.0,-64.0,-47.0,-49.0,-67.0,-66.0,-66.0,-67.0,-65.0,-45.0,-46.0,-65.0,-65.0,-64.0,-65.0,-62.0,-40.0,-41.0,-64.0,-64.0,-64.0,-64.0,-61.0,-39.0,-40.0
06013,-2.0,0.0,-48.0,-2.0,0.0,-1.0,0.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,-1.0,2.0,0.0,-2.0,-4.0,-6.0,-9.0,-8.0,-10.0,-29.0,-50.0,-52.0,-52.0,-51.0,-36.0,-37.0,-54.0,-56.0,-56.0,-56.0,-55.0,-42.0,-41.0,-56.0,-57.0,-57.0,-58.0,-56.0,-43.0,-44.0,-59.0,-59.0,-59.0,-60.0,-59.0,-43.0,-43.0,-57.0,-57.0,-57.0,-57.0,-55.0,-37.0,-37.0,-56.0,-56.0,-56.0,-57.0,-54.0,-37.0,-36.0
06029,-5.0,-2.0,-36.0,1.0,2.0,1.0,3.0,-2.0,-1.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,-1.0,0.0,-4.0,-10.0,-26.0,-29.0,-33.0,-21.0,-25.0,-39.0,-42.0,-43.0,-43.0,-39.0,-25.0,-30.0,-41.0,-44.0,-43.0,-44.0,-42.0,-27.0,-32.0,-46.0,-46.0,-49.0,-49.0,-47.0,-29.0,-32.0,-44.0,-44.0,-43.0,-43.0,-40.0,-24.0,-26.0,-41.0,-43.0,-43.0,-43.0,-40.0,-22.0,-26.0
06037,-1.0,0.0,-32.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,-2.0,0.0,-3.0,-7.0,-7.0,-9.0,-22.0,-29.0,-33.0,-35.0,-41.0,-34.0,-38.0,-47.0,-49.0,-49.0,-50.0,-49.0,-39.0,-41.0,-51.0,-51.0,-52.0,-52.0,-51.0,-41.0,-43.0,-54.0,-54.0,-55.0,-57.0,-57.0,-43.0,-46.0,-51.0,-51.0,-51.0,-51.0,-50.0,-38.0,-39.0,-49.0,-50.0,-50.0,-51.0,-49.0,-37.0,-39.0
06059,0.0,0.0,-33.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,-1.0,1.0,-3.0,-5.0,-5.0,-10.0,-20.0,-28.0,-37.0,-40.0,-44.0,-36.0,-41.0,-50.0,-51.0,-51.0,-52.0,-51.0,-39.0,-44.0,-51.0,-53.0,-53.0,-53.0,-52.0,-42.0,-46.0,-56.0,-55.0,-55.0,-57.0,-58.0,-43.0,-49.0,-53.0,-52.0,-52.0,-52.0,-51.0,-39.0,-41.0,-51.0,-51.0,-52.0,-52.0,-50.0,-37.0,-41.0
06065,-2.0,-1.0,-32.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,-3.0,0.0,-3.0,-4.0,-5.0,-7.0,-19.0,-26.0,-31.0,-34.0,-38.0,-31.0,-35.0,-42.0,-44.0,-44.0,-45.0,-44.0,-35.0,-39.0,-44.0,-46.0,-46.0,-47.0,-46.0,-37.0,-41.0,-48.0,-50.0,-51.0,-51.0,-54.0,-39.0,-46.0,-46.0,-47.0,-46.0,-46.0,-45.0,-35.0,-37.0,-44.0,-45.0,-45.0,-46.0,-45.0,-33.0,-36.0
06067,-2.0,0.0,-44.0,-2.0,-1.0,-1.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,-2.0,0.0,0.0,-1.0,-2.0,-4.0,-6.0,-7.0,-10.0,-21.0,-27.0,-35.0,-38.0,-45.0,-32.0,-35.0,-46.0,-49.0,-50.0,-50.0,-49.0,-37.0,-37.0,-49.0,-54.0,-51.0,-52.0,-50.0,-40.0,-42.0,-51.0,-52.0,-53.0,-54.0,-53.0,-37.0,-42.0,-50.0,-51.0,-51.0,-51.0,-49.0,-33.0,-34.0,-49.0,-50.0,-50.0,-50.0,-48.0,-33.0,-33.0
06071,-2.0,-1.0,-31.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,-1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,-2.0,0.0,-3.0,-4.0,-3.0,-5.0,-16.0,-21.0,-26.0,-29.0,-34.0,-25.0,-30.0,-38.0,-39.0,-40.0,-41.0,-41.0,-30.0,-34.0,-40.0,-42.0,-42.0,-43.0,-42.0,-33.0,-36.0,-45.0,-46.0,-47.0,-48.0,-50.0,-35.0,-40.0,-42.0,-43.0,-43.0,-43.0,-42.0,-31.0,-32.0,-41.0,-42.0,-42.0,-43.0,-42.0,-29.0,-31.0
06073,-1.0,0.0,-38.0,1.0,1.0,0.0,2.0,-1.0,2.0,6.0,5.0,3.0,3.0,5.0,2.0,2.0,6.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,-1.0,0.0,-4.0,-5.0,-6.0,-7.0,-23.0,-31.0,-39.0,-41.0,-46.0,-36.0,-38.0,-50.0,-52.0,-53.0,-53.0,-51.0,-39.0,-41.0,-51.0,-54.0,-54.0,-55.0,-53.0,-41.0,-43.0,-55.0,-57.0,-57.0,-58.0,-60.0,-42.0,-48.0,-53.0,-54.0,-54.0,-53.0,-51.0,-39.0,-40.0,-51.0,-53.0,-53.0,-53.0,-51.0,-37.0,-39.0
06075,1.0,1.0,-59.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,3.0,0.0,1.0,2.0,2.0,4.0,0.0,-1.0,-2.0,-4.0,-8.0,0.0,-2.0,-18.0,-21.0,-26.0,-32.0,-35.0,-13.0,-15.0,-54.0,-72.0,-73.0,-73.0,-72.0,-49.0,-48.0,-76.0,-76.0,-76.0,-77.0,-74.0,-54.0,-53.0,-76.0,-77.0,-77.0,-77.0,-75.0,-56.0,-54.0,-78.0,-78.0,-78.0,-78.0,-76.0,-54.0,-53.0,-77.0,-77.0,-77.0,-77.0,-74.0,-50.0,-50.0,-77.0,-77.0,-76.0,-77.0,-74.0,-49.0,-50.0
06081,-1.0,-4.0,-56.0,-4.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,-3.0,-6.0,0.0,-2.0,-11.0,-14.0,-18.0,-23.0,-26.0,-10.0,-14.0,-43.0,-62.0,-64.0,-65.0,-64.0,-41.0,-44.0,-68.0,-69.0,-68.0,-68.0,-66.0,-46.0,-46.0,-68.0,-69.0,-69.0,-69.0,-68.0,-49.0,-50.0,-71.0,-70.0,-70.0,-71.0,-70.0,-47.0,-50.0,-69.0,-69.0,-68.0,-69.0,-67.0,-42.0,-42.0,-68.0,-68.0,-68.0,-68.0,-66.0,-42.0,-42.0
06085,-1.0,-1.0,-58.0,-8.0,-7.0,-8.0,-7.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,-5.0,0.0,0.0,-12.0,-16.0,-22.0,-27.0,-30.0,-10.0,-15.0,-49.0,-69.0,-70.0,-70.0,-69.0,-45.0,-46.0,-72.0,-73.0,-73.0,-73.0,-71.0,-48.0,-48.0,-73.0,-74.0,-73.0,-74.0,-72.0,-50.0,-52.0,-75.0,-74.0,-74.0,-74.0,-73.0,-48.0,-50.0,-73.0,-72.0,-72.0,-72.0,-70.0,-44.0,-44.0,-72.0,-72.0,-71.0,-72.0,-70.0,-42.0,-43.0
08001,1.0,1.0,-16.0,2.0,0.0,0.0,3.0,4.0,-1.0,12.0,2.0,3.0,3.0,3.0,3.0,2.0,11.0,4.0,3.0,3.0,3.0,3.0,1.0,11.0,3.0,2.0,0.0,-9.0,-4.0,-8.0,-14.0,-28.0,-32.0,-42.0,-44.0,-26.0,-28.0,-32.0,-41.0,-44.0,-47.0,-48.0,-36.0,-36.0,-41.0,-47.0,-48.0,-51.0,-50.0,-36.0,-36.0,-42.0,-49.0,-49.0,-50.0,-51.0,-36.0,-46.0,-48.0,-48.0,-47.0,-56.0,-48.0,-31.0,-34.0,-40.0,-47.0,-47.0,-47.0,-47.0,-32.0,-34.0
08005,1.0,1.0,-20.0,-3.0,1.0,1.0,4.0,4.0,-2.0,9.0,2.0,3.0,3.0,2.0,4.0,2.0,8.0,4.0,3.0,1.0,0.0,3.0,2.0,8.0,2.0,1.0,-1.0,-11.0,-4.0,-9.0,-22.0,-34.0,-38.0,-48.0,-49.0,-29.0,-32.0,-42.0,-48.0,-50.0,-54.0,-53.0,-40.0,-40.0,-52.0,-55.0,-56.0,-57.0,-56.0,-41.0,-42.0,-53.0,-57.0,-57.0,-57.0,-57.0,-41.0,-51.0,-57.0,-56.0,-55.0,-60.0,-55.0,-38.0,-39.0,-52.0,-54.0,-55.0,-55.0,-53.0,-37.0,-39.0
08031,1.0,0.0,-20.0,1.0,0.0,0.0,2.0,4.0,-1.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,3.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,0.0,-4.0,-10.0,-4.0,-9.0,-24.0,-38.0,-43.0,-52.0,-53.0,-34.0,-35.0,-46.0,-52.0,-57.0,-58.0,-58.0,-45.0,-43.0,-56.0,-59.0,-59.0,-62.0,-60.0,-44.0,-45.0,-56.0,-60.0,-60.0,-61.0,-60.0,-45.0,-52.0,-61.0,-59.0,-59.0,-65.0,-58.0,-42.0,-40.0,-54.0,-58.0,-58.0,-59.0,-57.0,-41.0,-41.0
08041,1.0,0.0,-28.0,-35.0,0.0,-1.0,3.0,4.0,-7.0,9.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,0.0,4.0,3.0,6.0,0.0,3.0,0.0,-7.0,-3.0,-9.0,-18.0,-30.0,-34.0,-44.0,-42.0,-27.0,-30.0,-42.0,-47.0,-49.0,-54.0,-54.0,-39.0,-40.0,-49.0,-53.0,-54.0,-55.0,-56.0,-39.0,-40.0,-51.0,-55.0,-55.0,-55.0,-56.0,-39.0,-48.0,-56.0,-54.0,-52.0,-55.0,-52.0,-35.0,-36.0,-48.0,-52.0,-52.0,-52.0,-50.0,-34.0,-36.0
08059,2.0,0.0,-25.0,2.0,1.0,1.0,2.0,4.0,-1.0,5.0,2.0,2.0,2.0,3.0,6.0,2.0,5.0,4.0,2.0,2.0,1.0,5.0,0.0,4.0,2.0,0.0,-2.0,-6.0,-4.0,-10.0,-26.0,-38.0,-42.0,-52.0,-52.0,-32.0,-36.0,-48.0,-53.0,-55.0,-59.0,-58.0,-43.0,-43.0,-56.0,-58.0,-59.0,-61.0,-59.0,-43.0,-44.0,-57.0,-60.0,-60.0,-60.0,-59.0,-41.0,-54.0,-61.0,-59.0,-58.0,-64.0,-57.0,-38.0,-39.0,-55.0,-57.0,-58.0,-58.0,-56.0,-37.0,-39.0
08123,3.0,0.0,-18.0,1.0,1.0,1.0,3.0,8.0,1.0,13.0,2.0,4.0,2.0,3.0,4.0,3.0,12.0,3.0,3.0,2.0,3.0,4.0,3.0,12.0,3.0,2.0,0.0,-8.0,-2.0,-8.0,-16.0,-30.0,-33.0,-42.0,-44.0,-21.0,-26.0,-30.0,-40.0,-42.0,-46.0,-46.0,-33.0,-33.0,-39.0,-47.0,-47.0,-50.0,-48.0,-30.0,-32.0,-41.0,-49.0,-49.0,-49.0,-51.0,-33.0,-43.0,-46.0,-48.0,-47.0,-57.0,-48.0,-29.0,-30.0,-40.0,-47.0,-47.0,-47.0,-46.0,-26.0,-29.0
09001,-1.0,-1.0,-37.0,-6.0,-1.0,0.0,0.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,-4.0,-8.0,-19.0,-4.0,-10.0,-29.0,-37.0,-39.0,-42.0,-42.0,-28.0,-34.0,-52.0,-53.0,-55.0,-54.0,-53.0,-40.0,-44.0,-56.0,-57.0,-58.0,-58.0,-58.0,-43.0,-44.0,-58.0,-59.0,-61.0,-62.0,-65.0,-45.0,-51.0,-62.0,-57.0,-58.0,-58.0,-56.0,-42.0,-40.0,-56.0,-58.0,-57.0,-57.0,-56.0,-37.0,-42.0
09003,-1.0,1.0,-27.0,-9.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,-8.0,-2.0,-6.0,-23.0,-30.0,-34.0,-36.0,-37.0,-25.0,-26.0,-44.0,-47.0,-49.0,-48.0,-48.0,-34.0,-35.0,-49.0,-50.0,-51.0,-51.0,-51.0,-36.0,-36.0,-51.0,-53.0,-53.0,-54.0,-62.0,-39.0,-42.0,-55.0,-52.0,-52.0,-52.0,-51.0,-38.0,-31.0,-51.0,-52.0,-52.0,-51.0,-51.0,-32.0,-34.0
09009,-2.0,-1.0,-27.0,-8.0,-1.0,0.0,-1.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,-1.0,-2.0,-14.0,-3.0,-7.0,-22.0,-30.0,-32.0,-35.0,-36.0,-24.0,-27.0,-43.0,-46.0,-47.0,-46.0,-46.0,-34.0,-36.0,-47.0,-49.0,-50.0,-50.0,-50.0,-35.0,-38.0,-50.0,-52.0,-53.0,-54.0,-62.0,-39.0,-44.0,-54.0,-51.0,-51.0,-51.0,-50.0,-37.0,-33.0,-49.0,-51.0,-50.0,-49.0,-50.0,-33.0,-36.0
10003,2.0,1.0,-27.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,-3.0,-7.0,0.0,-9.0,-23.0,-32.0,-36.0,-39.0,-40.0,-25.0,-30.0,-45.0,-49.0,-51.0,-50.0,-50.0,-36.0,-37.0,-50.0,-52.0,-52.0,-53.0,-52.0,-38.0,-38.0,-53.0,-55.0,-55.0,-56.0,-61.0,-39.0,-47.0,-57.0,-54.0,-54.0,-55.0,-53.0,-37.0,-38.0,-53.0,-54.0,-53.0,-54.0,-54.0,-33.0,-40.0
11001,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12011,-2.0,-2.0,-22.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-2.0,-6.0,-18.0,-24.0,-28.0,-31.0,-33.0,-28.0,-33.0,-42.0,-45.0,-46.0,-47.0,-47.0,-39.0,-42.0,-48.0,-49.0,-50.0,-51.0,-51.0,-43.0,-45.0,-51.0,-53.0,-53.0,-54.0,-56.0,-43.0,-50.0,-51.0,-51.0,-51.0,-51.0,-50.0,-40.0,-42.0,-50.0,-50.0,-50.0,-50.0,-49.0,-40.0,-43.0
12031,-1.0,-1.0,-25.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,-11.0,-11.0,-12.0,-13.0,-15.0,-2.0,-5.0,-17.0,-22.0,-25.0,-27.0,-29.0,-18.0,-26.0,-33.0,-37.0,-39.0,-40.0,-40.0,-27.0,-33.0,-41.0,-43.0,-43.0,-44.0,-46.0,-33.0,-39.0,-46.0,-47.0,-48.0,-48.0,-52.0,-35.0,-44.0,-47.0,-48.0,-48.0,-45.0,-45.0,-30.0,-33.0,-46.0,-45.0,-46.0,-46.0,-46.0,-30.0,-33.0
12057,1.0,0.0,-19.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,-9.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,-1.0,-3.0,-2.0,-7.0,-22.0,-26.0,-30.0,-33.0,-34.0,-24.0,-31.0,-38.0,-42.0,-43.0,-45.0,-45.0,-38.0,-42.0,-48.0,-49.0,-49.0,-50.0,-50.0,-40.0,-46.0,-51.0,-52.0,-52.0,-53.0,-56.0,-41.0,-50.0,-51.0,-51.0,-50.0,-52.0,-50.0,-38.0,-39.0,-51.0,-50.0,-50.0,-50.0,-53.0,-36.0,-39.0
12071,-1.0,-3.0,-16.0,0.0,1.0,0.0,0.0,-1.0,-1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-3.0,1.0,0.0,0.0,-1.0,-10.0,-2.0,-7.0,-15.0,-20.0,-23.0,-25.0,-27.0,-26.0,-33.0,-31.0,-35.0,-36.0,-36.0,-37.0,-36.0,-41.0,-38.0,-41.0,-41.0,-42.0,-46.0,-43.0,-46.0,-44.0,-46.0,-46.0,-47.0,-50.0,-41.0,-53.0,-45.0,-44.0,-44.0,-45.0,-44.0,-37.0,-41.0,-42.0,-42.0,-43.0,-43.0,-43.0,-36.0,-42.0
12086,-2.0,-1.0,-22.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,-1.0,2.0,1.0,1.0,0.0,0.0,-2.0,-6.0,-16.0,-22.0,-27.0,-30.0,-33.0,-32.0,-37.0,-42.0,-45.0,-47.0,-48.0,-48.0,-43.0,-46.0,-48.0,-50.0,-50.0,-51.0,-51.0,-47.0,-48.0,-52.0,-53.0,-53.0,-54.0,-58.0,-48.0,-50.0,-50.0,-51.0,-51.0,-51.0,-50.0,-43.0,-43.0,-49.0,-50.0,-49.0,-49.0,-48.0,-41.0,-43.0
12095,1.0,0.0,-17.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,-1.0,-1.0,0.0,-1.0,-3.0,-13.0,-3.0,-9.0,-24.0,-29.0,-33.0,-36.0,-39.0,-34.0,-41.0,-42.0,-45.0,-45.0,-48.0,-54.0,-49.0,-53.0,-54.0,-55.0,-55.0,-56.0,-56.0,-50.0,-56.0,-56.0,-57.0,-57.0,-58.0,-59.0,-50.0,-58.0,-55.0,-56.0,-55.0,-57.0,-55.0,-48.0,-51.0,-55.0,-55.0,-55.0,-55.0,-57.0,-46.0,-50.0
12099,-1.0,-1.0,-9.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,-7.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-6.0,-17.0,-21.0,-24.0,-27.0,-29.0,-26.0,-32.0,-37.0,-39.0,-41.0,-42.0,-43.0,-36.0,-40.0,-43.0,-45.0,-45.0,-47.0,-47.0,-41.0,-44.0,-48.0,-48.0,-49.0,-50.0,-52.0,-41.0,-50.0,-47.0,-47.0,-47.0,-48.0,-47.0,-39.0,-40.0,-46.0,-46.0,-46.0,-47.0,-45.0,-37.0,-42.0
