FIPS,02-15-2020,02-16-2020,02-17-2020,02-18-2020,02-19-2020,02-20-2020,02-21-2020,02-22-2020,02-23-2020,02-24-2020,02-25-2020,02-26-2020,02-27-2020,02-28-2020,02-29-2020,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-20-2020,04-21-2020,04-22-2020,04-23-2020,04-24-2020,04-25-2020,04-26-2020
34021,1.0,0.0,-38.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,3.0,0.0,-1.0,-2.0,-6.0,-12.0,-3.0,-10.0,-27.0,-37.0,-41.0,-45.0,-46.0,-29.0,-38.0,-57.0,-57.0,-58.0,-57.0,-57.0,-41.0,-43.0,-58.0,-60.0,-59.0,-61.0,-59.0,-40.0,-41.0,-60.0,-61.0,-61.0,-63.0,-67.0,-42.0,-46.0,-64.0,-61.0,-60.0,-60.0,-59.0,-39.0,-37.0,-59.0,-60.0,-59.0,-59.0,-59.0,-35.0,-41.0
34031,-2.0,-1.0,-31.0,-4.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,0.0,-2.0,-5.0,-2.0,-6.0,-18.0,-29.0,-34.0,-37.0,-38.0,-31.0,-38.0,-51.0,-51.0,-53.0,-54.0,-53.0,-45.0,-46.0,-56.0,-58.0,-58.0,-60.0,-60.0,-49.0,-48.0,-60.0,-61.0,-63.0,-65.0,-71.0,-54.0,-56.0,-63.0,-60.0,-61.0,-61.0,-59.0,-47.0,-44.0,-57.0,-58.0,-57.0,-57.0,-58.0,-43.0,-46.0
34039,-1.0,-1.0,-38.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,-1.0,-2.0,-4.0,-7.0,-1.0,-6.0,-21.0,-31.0,-36.0,-39.0,-40.0,-28.0,-35.0,-52.0,-52.0,-53.0,-54.0,-53.0,-44.0,-44.0,-56.0,-58.0,-58.0,-59.0,-58.0,-46.0,-47.0,-60.0,-61.0,-62.0,-64.0,-69.0,-52.0,-54.0,-64.0,-61.0,-61.0,-62.0,-60.0,-47.0,-45.0,-58.0,-59.0,-58.0,-59.0,-58.0,-41.0,-46.0
36001,0.0,2.0,-41.0,-9.0,-8.0,-8.0,-9.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,7.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,0.0,-1.0,-7.0,-4.0,-7.0,-20.0,-35.0,-40.0,-43.0,-46.0,-27.0,-29.0,-56.0,-56.0,-56.0,-55.0,-55.0,-37.0,-36.0,-56.0,-58.0,-57.0,-58.0,-58.0,-37.0,-37.0,-58.0,-58.0,-59.0,-59.0,-60.0,-37.0,-41.0,-59.0,-57.0,-57.0,-58.0,-57.0,-36.0,-33.0,-57.0,-57.0,-57.0,-58.0,-56.0,-34.0,-36.0
36029,0.0,2.0,-27.0,-11.0,-10.0,-10.0,-11.0,1.0,6.0,4.0,4.0,4.0,-23.0,1.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,0.0,-1.0,-3.0,-17.0,-26.0,-33.0,-37.0,-41.0,-30.0,-31.0,-52.0,-53.0,-53.0,-54.0,-53.0,-39.0,-37.0,-56.0,-56.0,-56.0,-56.0,-56.0,-41.0,-38.0,-56.0,-57.0,-57.0,-58.0,-63.0,-44.0,-44.0,-58.0,-56.0,-56.0,-56.0,-56.0,-39.0,-37.0,-55.0,-56.0,-56.0,-56.0,-55.0,-39.0,-38.0
36061,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
36067,0.0,5.0,-25.0,-12.0,-12.0,-13.0,-11.0,1.0,6.0,3.0,4.0,3.0,1.0,3.0,3.0,7.0,3.0,3.0,2.0,3.0,3.0,5.0,8.0,2.0,2.0,-4.0,2.0,-1.0,-3.0,-1.0,-9.0,-26.0,-33.0,-36.0,-38.0,-27.0,-31.0,-50.0,-52.0,-52.0,-52.0,-51.0,-38.0,-36.0,-53.0,-54.0,-54.0,-54.0,-53.0,-40.0,-38.0,-54.0,-55.0,-56.0,-56.0,-58.0,-40.0,-45.0,-55.0,-54.0,-54.0,-54.0,-53.0,-38.0,-37.0,-53.0,-54.0,-54.0,-53.0,-52.0,-36.0,-38.0
36119,0.0,-3.0,-46.0,-14.0,-12.0,-11.0,-13.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,4.0,-2.0,-2.0,-3.0,-6.0,-10.0,-16.0,-3.0,-13.0,-32.0,-38.0,-40.0,-44.0,-45.0,-29.0,-36.0,-60.0,-59.0,-60.0,-60.0,-59.0,-45.0,-47.0,-63.0,-63.0,-63.0,-64.0,-64.0,-48.0,-48.0,-65.0,-66.0,-66.0,-67.0,-68.0,-48.0,-52.0,-68.0,-64.0,-64.0,-64.0,-62.0,-45.0,-43.0,-62.0,-63.0,-62.0,-62.0,-61.0,-40.0,-46.0
37119,0.0,0.0,-12.0,2.0,2.0,-3.0,-12.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,-1.0,-5.0,-2.0,-10.0,-19.0,-28.0,-34.0,-37.0,-38.0,-24.0,-33.0,-45.0,-46.0,-47.0,-54.0,-53.0,-38.0,-43.0,-53.0,-56.0,-56.0,-55.0,-54.0,-39.0,-43.0,-55.0,-57.0,-57.0,-57.0,-64.0,-43.0,-51.0,-57.0,-55.0,-55.0,-55.0,-54.0,-36.0,-41.0,-56.0,-55.0,-55.0,-57.0,-54.0,-37.0,-41.0
37183,1.0,0.0,-19.0,-5.0,2.0,-7.0,-33.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,-8.0,-1.0,-3.0,-6.0,-11.0,-2.0,-13.0,-31.0,-38.0,-43.0,-45.0,-46.0,-25.0,-33.0,-51.0,-53.0,-54.0,-55.0,-56.0,-37.0,-43.0,-59.0,-60.0,-61.0,-61.0,-59.0,-39.0,-45.0,-61.0,-62.0,-62.0,-62.0,-67.0,-40.0,-49.0,-63.0,-60.0,-60.0,-60.0,-58.0,-36.0,-41.0,-61.0,-60.0,-60.0,-60.0,-58.0,-35.0,-40.0
39035,-1.0,0.0,-21.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,-1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,-2.0,-2.0,-2.0,-7.0,-6.0,-8.0,-21.0,-30.0,-33.0,-35.0,-37.0,-30.0,-30.0,-42.0,-50.0,-49.0,-50.0,-49.0,-38.0,-36.0,-50.0,-51.0,-51.0,-51.0,-50.0,-38.0,-39.0,-50.0,-52.0,-52.0,-53.0,-58.0,-40.0,-46.0,-52.0,-51.0,-51.0,-51.0,-50.0,-36.0,-35.0,-49.0,-50.0,-50.0,-49.0,-49.0,-35.0,-37.0
39049,-1.0,0.0,-22.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,-4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,-1.0,-2.0,-1.0,-3.0,-6.0,-5.0,-10.0,-25.0,-33.0,-37.0,-41.0,-44.0,-28.0,-32.0,-49.0,-55.0,-55.0,-56.0,-55.0,-39.0,-40.0,-56.0,-57.0,-57.0,-57.0,-56.0,-38.0,-42.0,-57.0,-58.0,-58.0,-58.0,-59.0,-40.0,-46.0,-57.0,-56.0,-56.0,-56.0,-56.0,-35.0,-37.0,-55.0,-55.0,-55.0,-56.0,-54.0,-34.0,-40.0
39061,0.0,0.0,-19.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,-1.0,-7.0,-6.0,-9.0,-21.0,-30.0,-34.0,-37.0,-38.0,-27.0,-31.0,-41.0,-51.0,-51.0,-52.0,-51.0,-36.0,-37.0,-50.0,-53.0,-53.0,-53.0,-52.0,-36.0,-40.0,-50.0,-53.0,-54.0,-54.0,-57.0,-38.0,-44.0,-51.0,-52.0,-52.0,-52.0,-51.0,-33.0,-36.0,-49.0,-51.0,-51.0,-53.0,-51.0,-34.0,-37.0
39095,5.0,6.0,-15.0,0.0,2.0,3.0,3.0,8.0,6.0,2.0,0.0,-4.0,-13.0,1.0,4.0,6.0,3.0,2.0,1.0,4.0,3.0,11.0,6.0,2.0,0.0,0.0,2.0,-1.0,4.0,-1.0,-13.0,-21.0,-25.0,-29.0,-33.0,-24.0,-26.0,-39.0,-48.0,-48.0,-49.0,-50.0,-36.0,-35.0,-49.0,-51.0,-51.0,-50.0,-51.0,-36.0,-36.0,-50.0,-52.0,-52.0,-53.0,-56.0,-38.0,-41.0,-51.0,-51.0,-51.0,-50.0,-51.0,-33.0,-32.0,-48.0,-50.0,-50.0,-49.0,-49.0,-34.0,-33.0
42003,4.0,4.0,-15.0,2.0,1.0,1.0,3.0,8.0,6.0,3.0,2.0,1.0,0.0,3.0,5.0,7.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,-1.0,-3.0,-3.0,-5.0,-8.0,-3.0,-10.0,-28.0,-40.0,-44.0,-47.0,-50.0,-40.0,-38.0,-58.0,-61.0,-61.0,-61.0,-59.0,-45.0,-41.0,-61.0,-62.0,-62.0,-62.0,-60.0,-44.0,-44.0,-61.0,-63.0,-63.0,-64.0,-66.0,-45.0,-52.0,-62.0,-61.0,-61.0,-61.0,-60.0,-41.0,-41.0,-60.0,-61.0,-60.0,-61.0,-59.0,-40.0,-43.0
42011,-3.0,-1.0,-16.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,-9.0,-3.0,-6.0,-17.0,-26.0,-29.0,-31.0,-38.0,-32.0,-34.0,-50.0,-50.0,-51.0,-49.0,-49.0,-40.0,-37.0,-49.0,-50.0,-50.0,-51.0,-51.0,-38.0,-38.0,-50.0,-51.0,-52.0,-53.0,-64.0,-43.0,-50.0,-52.0,-50.0,-49.0,-50.0,-50.0,-39.0,-36.0,-48.0,-50.0,-49.0,-50.0,-50.0,-35.0,-41.0
42069,0.0,3.0,-21.0,1.0,3.0,3.0,3.0,4.0,5.0,7.0,3.0,4.0,2.0,4.0,2.0,6.0,6.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,-3.0,-3.0,-12.0,-24.0,-27.0,-31.0,-35.0,-29.0,-27.0,-43.0,-46.0,-45.0,-46.0,-44.0,-37.0,-34.0,-45.0,-48.0,-47.0,-48.0,-48.0,-36.0,-34.0,-46.0,-49.0,-48.0,-51.0,-57.0,-37.0,-45.0,-51.0,-49.0,-47.0,-48.0,-47.0,-34.0,-31.0,-45.0,-48.0,-46.0,-47.0,-45.0,-30.0,-32.0
42077,1.0,1.0,-20.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,-7.0,-12.0,-1.0,-5.0,-19.0,-29.0,-32.0,-34.0,-38.0,-26.0,-29.0,-47.0,-48.0,-49.0,-50.0,-50.0,-38.0,-37.0,-50.0,-52.0,-52.0,-53.0,-53.0,-40.0,-37.0,-52.0,-55.0,-55.0,-56.0,-62.0,-41.0,-46.0,-55.0,-53.0,-53.0,-53.0,-52.0,-36.0,-34.0,-50.0,-52.0,-50.0,-51.0,-51.0,-33.0,-36.0
42095,1.0,0.0,-24.0,2.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,-1.0,-2.0,-5.0,-1.0,-9.0,-21.0,-30.0,-33.0,-36.0,-41.0,-28.0,-32.0,-49.0,-49.0,-51.0,-51.0,-51.0,-37.0,-39.0,-52.0,-53.0,-54.0,-55.0,-54.0,-39.0,-38.0,-54.0,-55.0,-56.0,-57.0,-63.0,-41.0,-46.0,-57.0,-54.0,-53.0,-54.0,-54.0,-37.0,-37.0,-52.0,-53.0,-53.0,-52.0,-53.0,-33.0,-38.0
42101,3.0,0.0,-25.0,2.0,2.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,-1.0,-3.0,-11.0,-1.0,-9.0,-28.0,-39.0,-43.0,-45.0,-46.0,-32.0,-36.0,-57.0,-57.0,-58.0,-57.0,-55.0,-42.0,-42.0,-57.0,-59.0,-58.0,-59.0,-58.0,-42.0,-43.0,-59.0,-60.0,-61.0,-62.0,-64.0,-43.0,-46.0,-62.0,-58.0,-58.0,-59.0,-57.0,-40.0,-41.0,-58.0,-59.0,-58.0,-58.0,-58.0,-37.0,-44.0
44007,-3.0,1.0,-30.0,-9.0,-5.0,-4.0,-4.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,-3.0,-1.0,-3.0,-4.0,-5.0,-22.0,-30.0,-32.0,-35.0,-34.0,-25.0,-28.0,-40.0,-43.0,-45.0,-45.0,-44.0,-35.0,-36.0,-47.0,-49.0,-49.0,-50.0,-50.0,-40.0,-37.0,-49.0,-51.0,-53.0,-54.0,-55.0,-42.0,-42.0,-54.0,-51.0,-51.0,-51.0,-50.0,-43.0,-36.0,-51.0,-52.0,-51.0,-51.0,-51.0,-37.0,-38.0
45079,-3.0,-4.0,-20.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,-1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-8.0,-2.0,-6.0,-14.0,-19.0,-25.0,-27.0,-31.0,-20.0,-29.0,-36.0,-40.0,-40.0,-40.0,-40.0,-26.0,-35.0,-43.0,-46.0,-46.0,-47.0,-47.0,-33.0,-38.0,-47.0,-49.0,-50.0,-50.0,-54.0,-34.0,-46.0,-50.0,-48.0,-48.0,-48.0,-47.0,-31.0,-37.0,-47.0,-47.0,-47.0,-48.0,-46.0,-30.0,-35.0
46099,-5.0,0.0,-18.0,-4.0,2.0,2.0,4.0,-3.0,4.0,5.0,3.0,3.0,2.0,4.0,-1.0,4.0,4.0,3.0,3.0,2.0,6.0,4.0,5.0,3.0,2.0,1.0,-1.0,2.0,-4.0,-3.0,-12.0,-17.0,-19.0,-23.0,-23.0,-20.0,-21.0,-22.0,-26.0,-28.0,-30.0,-28.0,-23.0,-23.0,-29.0,-31.0,-33.0,-35.0,-34.0,-33.0,-29.0,-34.0,-37.0,-37.0,-39.0,-42.0,-37.0,-47.0,-42.0,-40.0,-41.0,-42.0,-41.0,-37.0,-32.0,-41.0,-43.0,-44.0,-44.0,-42.0,-36.0,-29.0
47037,3.0,1.0,-15.0,2.0,3.0,1.0,2.0,6.0,2.0,0.0,3.0,2.0,2.0,2.0,6.0,2.0,0.0,-25.0,-12.0,-9.0,-10.0,5.0,3.0,-2.0,-2.0,-2.0,-11.0,-13.0,-2.0,-11.0,-24.0,-30.0,-34.0,-36.0,-39.0,-27.0,-37.0,-48.0,-51.0,-50.0,-50.0,-50.0,-36.0,-44.0,-51.0,-54.0,-53.0,-53.0,-53.0,-40.0,-47.0,-54.0,-54.0,-55.0,-55.0,-58.0,-41.0,-55.0,-53.0,-52.0,-52.0,-51.0,-51.0,-37.0,-46.0,-51.0,-52.0,-51.0,-53.0,-51.0,-40.0,-45.0
47157,2.0,0.0,-18.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,3.0,-1.0,-1.0,-2.0,-2.0,-11.0,0.0,-6.0,-17.0,-19.0,-24.0,-25.0,-28.0,-15.0,-29.0,-31.0,-36.0,-39.0,-39.0,-39.0,-25.0,-32.0,-40.0,-41.0,-41.0,-41.0,-43.0,-27.0,-35.0,-41.0,-43.0,-43.0,-43.0,-51.0,-29.0,-44.0,-42.0,-41.0,-41.0,-40.0,-40.0,-24.0,-36.0,-39.0,-40.0,-41.0,-41.0,-40.0,-24.0,-31.0
48029,0.0,1.0,-23.0,1.0,3.0,0.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,-17.0,-18.0,-17.0,-20.0,-19.0,-4.0,-6.0,-19.0,-24.0,-26.0,-31.0,-33.0,-27.0,-30.0,-37.0,-41.0,-46.0,-48.0,-46.0,-35.0,-38.0,-47.0,-49.0,-49.0,-51.0,-50.0,-43.0,-40.0,-49.0,-52.0,-51.0,-53.0,-55.0,-41.0,-46.0,-50.0,-50.0,-49.0,-50.0,-49.0,-37.0,-38.0,-48.0,-50.0,-50.0,-50.0,-49.0,-35.0,-37.0
48113,1.0,1.0,-18.0,3.0,5.0,2.0,5.0,3.0,0.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,-5.0,-4.0,-3.0,-7.0,-12.0,-6.0,-10.0,-22.0,-27.0,-31.0,-35.0,-35.0,-23.0,-31.0,-39.0,-48.0,-47.0,-49.0,-48.0,-36.0,-38.0,-50.0,-49.0,-49.0,-51.0,-51.0,-41.0,-42.0,-50.0,-50.0,-50.0,-52.0,-55.0,-42.0,-44.0,-49.0,-49.0,-47.0,-49.0,-48.0,-35.0,-39.0,-48.0,-48.0,-49.0,-49.0,-47.0,-34.0,-37.0
48121,0.0,1.0,-22.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,-1.0,-10.0,-10.0,-10.0,-13.0,-17.0,-7.0,-12.0,-28.0,-34.0,-38.0,-42.0,-42.0,-26.0,-34.0,-47.0,-53.0,-55.0,-57.0,-56.0,-38.0,-42.0,-58.0,-58.0,-58.0,-59.0,-58.0,-42.0,-45.0,-59.0,-60.0,-59.0,-60.0,-62.0,-43.0,-48.0,-58.0,-58.0,-57.0,-57.0,-56.0,-36.0,-41.0,-57.0,-58.0,-57.0,-57.0,-55.0,-34.0,-39.0
48157,0.0,0.0,-20.0,2.0,3.0,0.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,-3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,-2.0,-17.0,-18.0,-18.0,-21.0,-25.0,-6.0,-11.0,-28.0,-34.0,-37.0,-40.0,-41.0,-24.0,-32.0,-45.0,-48.0,-55.0,-56.0,-54.0,-36.0,-41.0,-56.0,-57.0,-56.0,-57.0,-56.0,-39.0,-41.0,-57.0,-58.0,-58.0,-59.0,-64.0,-40.0,-47.0,-56.0,-57.0,-56.0,-56.0,-54.0,-34.0,-40.0,-55.0,-56.0,-55.0,-55.0,-53.0,-32.0,-37.0
48201,2.0,0.0,-13.0,2.0,3.0,0.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,-8.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,-8.0,-9.0,-9.0,-11.0,-18.0,-2.0,-7.0,-21.0,-27.0,-30.0,-33.0,-35.0,-23.0,-29.0,-36.0,-39.0,-48.0,-48.0,-48.0,-35.0,-38.0,-47.0,-48.0,-48.0,-49.0,-49.0,-40.0,-40.0,-48.0,-49.0,-50.0,-51.0,-59.0,-40.0,-44.0,-47.0,-48.0,-47.0,-48.0,-47.0,-34.0,-39.0,-46.0,-47.0,-47.0,-47.0,-46.0,-32.0,-35.0
48439,2.0,1.0,-18.0,1.0,3.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,-13.0,-14.0,-14.0,-17.0,-19.0,-5.0,-9.0,-19.0,-24.0,-27.0,-32.0,-33.0,-21.0,-31.0,-37.0,-42.0,-45.0,-46.0,-45.0,-32.0,-36.0,-46.0,-47.0,-46.0,-49.0,-48.0,-38.0,-39.0,-47.0,-49.0,-48.0,-50.0,-53.0,-39.0,-42.0,-47.0,-48.0,-46.0,-47.0,-46.0,-32.0,-36.0,-45.0,-47.0,-47.0,-47.0,-46.0,-31.0,-35.0
48453,3.0,1.0,-25.0,1.0,3.0,-1.0,6.0,6.0,3.0,6.0,3.0,5.0,2.0,6.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,1.0,-4.0,-14.0,-2.0,-11.0,-32.0,-41.0,-44.0,-49.0,-49.0,-32.0,-38.0,-51.0,-54.0,-59.0,-60.0,-58.0,-40.0,-44.0,-61.0,-62.0,-61.0,-63.0,-62.0,-48.0,-46.0,-61.0,-62.0,-62.0,-63.0,-64.0,-44.0,-52.0,-60.0,-61.0,-59.0,-61.0,-58.0,-39.0,-44.0,-59.0,-61.0,-60.0,-61.0,-58.0,-37.0,-42.0
49035,0.0,-2.0,-36.0,2.0,2.0,2.0,7.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,-1.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,0.0,-2.0,-4.0,-3.0,-15.0,-22.0,-29.0,-51.0,-39.0,-35.0,-19.0,-29.0,-40.0,-42.0,-45.0,-46.0,-42.0,-29.0,-38.0,-47.0,-49.0,-50.0,-51.0,-47.0,-35.0,-41.0,-50.0,-51.0,-52.0,-52.0,-51.0,-35.0,-45.0,-49.0,-49.0,-50.0,-50.0,-46.0,-31.0,-37.0,-48.0,-49.0,-49.0,-49.0,-46.0,-31.0,-36.0
53033,-3.0,-2.0,-40.0,-8.0,-7.0,-6.0,-7.0,-1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,-5.0,-8.0,-16.0,-22.0,-5.0,-6.0,-25.0,-27.0,-27.0,-32.0,-37.0,-13.0,-15.0,-45.0,-51.0,-53.0,-55.0,-55.0,-36.0,-38.0,-58.0,-62.0,-65.0,-68.0,-68.0,-48.0,-47.0,-69.0,-70.0,-70.0,-70.0,-69.0,-48.0,-48.0,-69.0,-70.0,-70.0,-70.0,-70.0,-48.0,-49.0,-68.0,-68.0,-68.0,-68.0,-67.0,-45.0,-44.0,-67.0,-67.0,-67.0,-67.0,-66.0,-45.0,-44.0
53053,-3.0,-1.0,-33.0,-3.0,2.0,1.0,3.0,0.0,-1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,-3.0,-4.0,-5.0,-8.0,-5.0,-9.0,-18.0,-26.0,-29.0,-31.0,-32.0,-25.0,-29.0,-35.0,-40.0,-44.0,-50.0,-50.0,-39.0,-39.0,-51.0,-52.0,-52.0,-53.0,-51.0,-39.0,-39.0,-51.0,-52.0,-52.0,-52.0,-53.0,-39.0,-41.0,-50.0,-50.0,-49.0,-49.0,-48.0,-36.0,-36.0,-47.0,-48.0,-48.0,-48.0,-47.0,-35.0,-35.0
53061,-3.0,0.0,-29.0,-6.0,-2.0,-1.0,-1.0,0.0,0.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,-3.0,-3.0,-7.0,-9.0,-2.0,-4.0,-6.0,-14.0,-13.0,-16.0,-21.0,-7.0,-11.0,-25.0,-36.0,-38.0,-40.0,-41.0,-29.0,-33.0,-42.0,-49.0,-54.0,-59.0,-59.0,-44.0,-45.0,-57.0,-61.0,-61.0,-62.0,-60.0,-44.0,-45.0,-58.0,-61.0,-61.0,-61.0,-60.0,-44.0,-47.0,-56.0,-58.0,-58.0,-58.0,-57.0,-42.0,-41.0,-54.0,-55.0,-55.0,-55.0,-54.0,-41.0,-39.0
53077,-5.0,-4.0,-37.0,-6.0,0.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0,1.0,1.0,0.0,-2.0,2.0,-2.0,-1.0,0.0,0.0,-2.0,-3.0,-4.0,-9.0,-18.0,-23.0,-26.0,-27.0,-28.0,-11.0,-24.0,-35.0,-38.0,-40.0,-41.0,-40.0,-25.0,-33.0,-41.0,-42.0,-43.0,-44.0,-43.0,-30.0,-34.0,-43.0,-43.0,-44.0,-44.0,-45.0,-30.0,-35.0,-40.0,-40.0,-40.0,-40.0,-39.0,-24.0,-29.0,-39.0,-40.0,-40.0,-40.0,-40.0,-24.0,-30.0
55079,1.0,1.0,-10.0,-3.0,1.0,2.0,3.0,6.0,5.0,5.0,2.0,1.0,2.0,2.0,6.0,5.0,4.0,0.0,2.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,0.0,-2.0,0.0,-3.0,-17.0,-27.0,-34.0,-37.0,-38.0,-25.0,-31.0,-41.0,-46.0,-49.0,-49.0,-49.0,-35.0,-38.0,-48.0,-50.0,-50.0,-50.0,-49.0,-35.0,-38.0,-48.0,-51.0,-51.0,-51.0,-56.0,-36.0,-42.0,-49.0,-49.0,-49.0,-49.0,-48.0,-31.0,-34.0,-47.0,-49.0,-49.0,-49.0,-48.0,-31.0,-32.0
